,Model,Number of Features,Selected Features,Accuracy,Precision,Recall,F1-Score
185,Decision Tree Classifier,36,"Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.7499999999999999,0.5666666666666667,0.47333333333333333
186,Decision Tree Classifier,37,"Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.72,0.5,0.7666666666666666,0.54
187,Decision Tree Classifier,38,"Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.5499999999999999,0.36666666666666664,0.47333333333333333
188,Decision Tree Classifier,39,"Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.5999999999999999,0.5666666666666667,0.6533333333333333
189,Decision Tree Classifier,40,"Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.5999999999999999,0.7666666666666666,0.47333333333333333
190,Decision Tree Classifier,41,"Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.5,0.7666666666666666,0.47333333333333333
191,Decision Tree Classifier,42,"Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.7499999999999999,0.36666666666666664,0.47333333333333333
192,Decision Tree Classifier,43,"SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.68,0.5999999999999999,0.7,0.29333333333333333
193,Decision Tree Classifier,44,"SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.36666666666666664,0.5666666666666667,0.6447619047619048
194,Decision Tree Classifier,45,"Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.5599999999999999,0.5499999999999999,0.5666666666666667,0.47333333333333333
195,Decision Tree Classifier,46,"Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.7,0.5666666666666667,0.54
196,Decision Tree Classifier,47,"SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.7200000000000001,0.36666666666666664,0.7,0.6799999999999999
197,Decision Tree Classifier,48,"Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6,0.4,0.5666666666666667,0.54
198,Decision Tree Classifier,49,"Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.6799999999999999,0.6499999999999999,0.7666666666666666,0.58
199,Decision Tree Classifier,50,"Discordance_choline-FDG_1, Difference_PSMA-FDG_1, Difference_PSMA-choline_1, SubNumLN_Inv, Discordance_PSMA-FDG_1, Difference_PSMA-choline_0, SupraNumLN_Inv, Liver_Inv, Difference_PSMA-FDG_0, Discordance_PSMA-choline_1, WHO, Discordance_1, Discordance_PSMA-FDG_-1, Discordance_choline-FDG_0, Gleason, Fixation_choline_0, Fixation_PSMA_0, Fixation_choline_1, Fixation_FDG_-1, Discordance_choline-FDG_-1, Pre-cure_Neutrophils(G/L), Pre-cure_Leukocytes(G/L), Pre-cure_Liver_ALP(U/L), Std. dev: g/ml_Choline_Bone+, Min: g/ml_Choline_Liver, Std. dev: g/ml_Choline_Bone-, Peak: g/ml_Choline_Kidney, Peak: g/ml_Choline_Bone-, Pre-cure_Liver_ASAT(U/L), Min: g/ml_Choline_SalivaryGland, Pelvis_Inv, Max: g/ml_PSMA_Bone-, Mean: g/ml_Choline_Kidney, Std. dev: g/ml_PSMA_Bone-, Pre-cure_Platelets(G/L), Std. dev: g/ml_PSMA_LymphNode+, Mean: g/ml_Choline_Bone+, Max: g/ml_Choline_Kidney, Min: g/ml_Choline_Bone+, Pre-cure_Lymphocytes(G/L), Peak: g/ml_Choline_Bone+, AGE, Max: g/ml_Choline_Bone+, Mean: g/ml_PSMA_Bone-, Max: g/ml_Choline_Bone-, Peak: g/ml_PSMA_Kidney, Max: g/ml_PSMA_Kidney, Std. dev: g/ml_PSMA_SalivaryGland, Pre-cure_Liver_Total_Bilirubin(µmol/L), Std. dev: g/ml_PSMA_Kidney",0.64,0.6333333333333333,0.5666666666666667,0.5733333333333333
